split,mode,species,source_name,sample_bytes,sample_bases,theoretical_bits_per_base,arithmetic_bits_per_base,arithmetic_coding_mode,arithmetic_merge_size,arithmetic_backend,arithmetic_frequency_total,arithmetic_vocab_size,arithmetic_target_uniform_mass,arithmetic_effective_uniform_mass,emitted_arithmetic_symbol_count,nugget_latent_mode,nugget_code_dim,nugget_flatten_bottleneck_dim,nugget_flatten_input_dim,nugget_flatten_max_nuggets,nugget_code_bytes,nugget_hidden_bytes,nugget_metadata_bytes,nugget_score_bytes,nugget_valid_count,side_info_bytes,total_bits_per_base,core_model_theoretical_bits,tail_base_count,tail_side_info_bits,gpu_prefix_aggregate_seconds,cpu_small_alphabet_quantize_seconds,arithmetic_quantize_seconds,arithmetic_range_seconds,data_transfer_seconds,arithmetic_encode_seconds,compression_process_seconds,ascii_bytes,two_bit_pack_bytes,gzip_bytes,bz2_bytes,lzma_bytes,arithmetic_vs_2bit_ratio,arithmetic_bytes_ratio_vs_ascii
val,windows_nonoverlap,BuEb,BuEb,3788,3786,1.9870185025835314,1.9841521394611727,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,1263,,,,,,,,,,,,,,,,0.0,0.00622495,0.00622495,4.7002e-05,0.00017775496235117316,0.006271952,0.030815976898204953,3788,947,,,,0.9920760697305864,0.24788806758183737
val,windows_nonoverlap,AgPh,AgPh,8794,8793,1.943765026601416,1.9433640395769363,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,2932,,,,,,,,,,,,,,,,0.0,0.014119002,0.014119002,0.000107393,0.0002701380290091038,0.014226395,0.03815856302738607,8794,2199,,,,0.9716820197884681,0.24289288151012053
val,windows_nonoverlap,GaGa,GaGa,29706458,29706456,1.824991532020238,1.8258258743486602,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,9902153,,,,,,,,,,,,,,,,0.0,46.975413440999915,46.975413440999915,0.35129519099999873,0.9095671355607919,47.32670863200007,55.39842257101815,29706458,7426615,,,,0.9129129371743301,0.22822821892801895
val,windows_nonoverlap,DrMe,DrMe,6436285,6436284,1.8827641541718065,1.883604887540699,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,2145429,,,,,,,,,,,,,,,,0.0,10.328969314999979,10.328969314999979,0.07800937600000013,0.19829644437413663,10.406978690999964,12.169150539036778,6436285,1609072,,,,0.9418024437703495,0.23545057436083083
val,windows_nonoverlap,EnIn,EnIn,5280617,5280615,1.8779943726074046,1.8788735781722394,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,1760206,,,,,,,,,,,,,,,,0.0,8.416989960999995,8.416989960999995,0.06343079700000011,0.16410002409247681,8.480420757999989,9.911115759152333,5280617,1320155,,,,0.9394367890861197,0.23485910832010728
val,windows_nonoverlap,PlFa,PlFa,1797342,1797342,1.7979705568626054,1.798825154033011,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,599115,,,,,,,,,,,,,,,,0.0,2.8788727379999943,2.8788727379999943,0.021372929,0.05608747625956312,2.900245667000001,3.4027452812601604,1797342,449336,,,,0.8994125770165055,0.22485314425412636
val,windows_nonoverlap,HePy,HePy,333565,333564,1.8153506428336748,1.816167212289096,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,111189,,,,,,,,,,,,,,,,0.0,0.540066853,0.540066853,0.0039870339999999995,0.01009678392438218,0.544053887,0.6480546470095123,333565,83392,,,,0.908083606144548,0.22702022094644222
val,windows_nonoverlap,AeCa,AeCa,318209,318207,1.866975106932162,1.8678156043078877,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,106070,,,,,,,,,,,,,,,,0.0,0.502126461,0.502126461,0.003787439000000001,0.009834066091571003,0.5059139000000002,0.6104683939697723,318209,79553,,,,0.9339078021539439,0.23347548309444421
val,windows_nonoverlap,HaHi,HaHi,778001,777999,1.801217354283282,1.8020897199096657,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,259334,,,,,,,,,,,,,,,,0.0,1.2493311070000006,1.2493311070000006,0.009213915999999999,0.02441797684878111,1.258545023000001,1.4709474478332727,778001,194501,,,,0.9010448599548329,0.22526063591177903
val,windows_nonoverlap,AnCa,AnCa,28437935,28437933,1.6176368901075384,1.618221971336665,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,9479312,,,,,,,,,,,,,,,,0.0,45.923728024000255,45.923728024000255,0.3172452379999999,0.9018677675048821,46.24097326199997,53.99137793784037,28437935,7109484,,,,0.8091109856683325,0.2022777321911735
val,windows_nonoverlap,WaMe,WaMe,1828886,1828884,1.9411523899861456,1.942019286078286,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,609629,,,,,,,,,,,,,,,,0.0,2.873611714000002,2.873611714000002,0.022257076999999993,0.05755487841088325,2.8958687910000025,3.399817810417635,1828886,457222,,,,0.971009643039143,0.24275214529500472
test,windows_nonoverlap,OrSa,OrSa,8652506,8652504,1.8431534075223972,1.8439471394639055,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,2884169,,,,,,,,,,,,,,,,0.0,13.971737459999986,13.971737459999986,0.10333773099999992,0.2713852849556133,14.075075190999998,16.44336204192041,8652506,2163127,,,,0.9219735697319528,0.23049333915515344
test,windows_nonoverlap,HoSa,HoSa,37950534,37950534,1.6202060748754519,1.6209761896894521,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,12650179,,,,,,,,,,,,,,,,0.0,60.70265164800019,60.70265164800019,0.4262969430000011,1.212099485041108,61.128948590999826,71.49786426405412,37950534,9487634,,,,0.8104880948447261,0.20262202371118151
test,windows_nonoverlap,DaRe,DaRe,12513004,12513003,1.5901043911753112,1.590431969048517,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,4171002,,,,,,,,,,,,,,,,0.0,20.396707968999973,20.396707968999973,0.14052441899999998,0.3999221158446744,20.537232388000017,23.957623474663603,12513004,3128251,,,,0.7952159845242585,0.1988039802432733
test,windows_nonoverlap,ScPo,ScPo,2130431,2130429,1.93867630197112,1.939526733817461,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,710144,,,,,,,,,,,,,,,,0.0,3.3192905730000017,3.3192905730000017,0.026192840999999998,0.06598284462234005,3.345483414000002,3.9338665244729345,2130431,532608,,,,0.9697633669087306,0.24244061412925366
test,windows_nonoverlap,EsCo,EsCo,928331,928329,1.8929157528102913,1.8937941182490259,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,309444,,,,,,,,,,,,,,,,0.0,1.4790945279999987,1.4790945279999987,0.011131512000000003,0.029481505800504237,1.4902260399999998,1.7569055068184591,928331,232083,,,,0.9468970591245129,0.23672375478143032
test,windows_nonoverlap,YeMi,YeMi,14739,14739,1.8334205275968518,1.8329601736888528,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,4914,,,,,,,,,,,,,,,,0.0,0.02342619,0.02342619,0.00017591400000000002,0.000508502998854965,0.023602104,0.047951507975065796,14739,3685,,,,0.9164800868444264,0.2291200217111066
test,windows_nonoverlap,BuEb,BuEb,3788,3786,1.96817895211181,1.9651347068145801,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,1263,,,,,,,,,,,,,,,,0.0,0.006051885,0.006051885,4.6510999999999996e-05,0.00017540494445711374,0.006098395999999999,0.02991171696410915,3788,947,,,,0.9825673534072901,0.24551214361140444
test,windows_nonoverlap,AgPh,AgPh,8794,8793,1.9568372258117253,1.9561014443307176,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,2932,,,,,,,,,,,,,,,,0.0,0.013965675,0.013965675,0.00010849299999999999,0.0003224980318918824,0.014074167999999998,0.03827408707663643,8794,2199,,,,0.9780507221653588,0.24448487605185354
test,windows_nonoverlap,GaGa,GaGa,29706460,29706459,1.8051295871577007,1.8059488005621942,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,9902154,,,,,,,,,,,,,,,,0.0,47.14881680900001,47.14881680900001,0.3497464700000001,0.9320674113114364,47.498563279000024,55.582850538844156,29706460,7426615,,,,0.9029744002810971,0.22574359247113254
test,windows_nonoverlap,DrMe,DrMe,6436287,6436287,1.8916896916666104,1.8925321384829483,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,2145430,,,,,,,,,,,,,,,,0.0,10.316391852000002,10.316391852000002,0.0781185399999999,0.2027089410694316,10.394510392000006,12.157007882795801,6436287,1609072,,,,0.9462660692414742,0.23656651731036854
test,windows_nonoverlap,EnIn,EnIn,5280618,5280618,1.876617291079703,1.8774953992127437,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,1760207,,,,,,,,,,,,,,,,0.0,8.464515325000004,8.464515325000004,0.06383069200000009,0.166019715834409,8.528346017,9.9662113435303,5280618,1320155,,,,0.9387476996063718,0.23468692490159296
test,windows_nonoverlap,PlFa,PlFa,1797343,1797342,1.7983802035731575,1.7992480006587506,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,599115,,,,,,,,,,,,,,,,0.0,2.8435371940000014,2.8435371940000014,0.02112887399999998,0.05733195639913902,2.864666067999999,3.3677242194001815,1797343,449336,,,,0.8996240003293753,0.22490587494985653
test,windows_nonoverlap,HePy,HePy,333565,333564,1.8113417614620058,1.8121380005036514,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,111189,,,,,,,,,,,,,,,,0.0,0.5646625439999999,0.5646625439999999,0.004206434999999999,0.00993180787190795,0.5688689789999998,0.6778961237901612,333565,83392,,,,0.9060690002518257,0.2265165709831667
test,windows_nonoverlap,AeCa,AeCa,318211,318210,1.850484379112359,1.8513308821218692,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,106071,,,,,,,,,,,,,,,,0.0,0.5022375640000001,0.5022375640000001,0.003810571999999999,0.009481809684075415,0.506048136,0.6102355656497553,318211,79553,,,,0.9256654410609346,0.2314156330233713
test,windows_nonoverlap,HaHi,HaHi,778001,777999,1.8770189586397081,1.877863596225702,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,259334,,,,,,,,,,,,,,,,0.0,1.2600274619999992,1.2600274619999992,0.009552303,0.02417787176091224,1.2695797649999998,1.4844653167734772,778001,194501,,,,0.938931798112851,0.2347323461023829
test,windows_nonoverlap,AnCa,AnCa,28437935,28437933,1.6291761416988215,1.6298107179590022,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,9479312,,,,,,,,,,,,,,,,0.0,46.06342064399997,46.06342064399997,0.3185404700000005,0.88929915020708,46.381961113999964,54.11825052426978,28437935,7109484,,,,0.8149053589795011,0.20372632541708813
test,windows_nonoverlap,WaMe,WaMe,1828887,1828887,1.943504050807267,1.9443606958767818,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,609630,,,,,,,,,,,,,,,,0.0,2.880087798999999,2.880087798999999,0.022225838999999994,0.05659402144374326,2.902313638000002,3.408157400482984,1828887,457222,,,,0.9721803479383909,0.24304508698459773
