window_index,region_start,region_end_exclusive,source_start,source_end_exclusive,base_count,sum_bits,mean_bpb,model,plot_window_bases
17,17000000,18000000,17000000,18000000,1000000,1701901.708694458,1.7019017086944581,geco22,1000000
18,18000000,19000000,18000000,19000000,1000000,1713641.5826892853,1.7136415826892852,geco22,1000000
19,19000000,20000000,19000000,20000000,1000000,1726995.3063163757,1.7269953063163757,geco22,1000000
20,20000000,21000000,20000000,21000000,1000000,1695701.980960846,1.695701980960846,geco22,1000000
21,21000000,22000000,21000000,22000000,1000000,1714388.1909942627,1.7143881909942627,geco22,1000000
22,22000000,23000000,22000000,23000000,1000000,1735579.240776062,1.735579240776062,geco22,1000000
23,23000000,24000000,23000000,24000000,1000000,1715885.3715553284,1.7158853715553284,geco22,1000000
24,24000000,25000000,24000000,25000000,1000000,1734899.1473636627,1.7348991473636628,geco22,1000000
25,25000000,26000000,25000000,26000000,1000000,1707279.5798492432,1.707279579849243,geco22,1000000
26,26000000,27000000,26000000,27000000,1000000,1694358.6184768677,1.6943586184768678,geco22,1000000
27,27000000,28000000,27000000,28000000,1000000,1676058.415512085,1.676058415512085,geco22,1000000
28,28000000,29000000,28000000,29000000,1000000,1689199.8291873932,1.689199829187393,geco22,1000000
29,29000000,30000000,29000000,30000000,1000000,1713654.0068359375,1.7136540068359376,geco22,1000000
30,30000000,31000000,30000000,31000000,1000000,1700892.746222496,1.700892746222496,geco22,1000000
31,31000000,32000000,31000000,32000000,1000000,1698334.1380329132,1.698334138032913,geco22,1000000
32,32000000,33000000,32000000,33000000,1000000,1706254.3770046234,1.7062543770046235,geco22,1000000
33,33000000,34000000,33000000,34000000,1000000,1718495.328590393,1.718495328590393,geco22,1000000
34,34000000,35000000,34000000,35000000,1000000,1662400.095796585,1.662400095796585,geco22,1000000
35,35000000,36000000,35000000,36000000,1000000,1719572.5606384277,1.7195725606384278,geco22,1000000
36,36000000,37000000,36000000,37000000,1000000,1698442.7377319336,1.6984427377319335,geco22,1000000
37,37000000,38000000,37000000,38000000,1000000,1737259.2451152802,1.7372592451152802,geco22,1000000
38,38000000,39000000,38000000,39000000,1000000,1713865.751607895,1.713865751607895,geco22,1000000
39,39000000,40000000,39000000,40000000,1000000,1689268.0537395477,1.6892680537395477,geco22,1000000
40,40000000,41000000,40000000,41000000,1000000,1705293.6940498352,1.705293694049835,geco22,1000000
41,41000000,42000000,41000000,42000000,1000000,1667549.7045936584,1.6675497045936585,geco22,1000000
42,42000000,43000000,42000000,43000000,1000000,1663189.0621070862,1.6631890621070862,geco22,1000000
43,43000000,44000000,43000000,44000000,1000000,1718865.290172577,1.718865290172577,geco22,1000000
44,44000000,45000000,44000000,45000000,1000000,1684548.2025032043,1.6845482025032044,geco22,1000000
45,45000000,46000000,45000000,46000000,1000000,1697251.1297721863,1.6972511297721862,geco22,1000000
46,46000000,47000000,46000000,47000000,1000000,1680582.7219762802,1.6805827219762801,geco22,1000000
47,47000000,48000000,47000000,48000000,1000000,1737321.137845993,1.737321137845993,geco22,1000000
48,48000000,49000000,48000000,49000000,1000000,1714075.932267189,1.714075932267189,geco22,1000000
49,49000000,50000000,49000000,50000000,1000000,1702474.3361711502,1.7024743361711503,geco22,1000000
50,50000000,51000000,50000000,51000000,1000000,1718241.1310768127,1.7182411310768126,geco22,1000000
51,51000000,52000000,51000000,52000000,1000000,1696343.9745578766,1.6963439745578766,geco22,1000000
52,52000000,53000000,52000000,53000000,1000000,1698747.5863552094,1.6987475863552093,geco22,1000000
53,53000000,54000000,53000000,54000000,1000000,1690956.0707864761,1.6909560707864761,geco22,1000000
54,54000000,55000000,54000000,55000000,1000000,1695902.817111969,1.695902817111969,geco22,1000000
55,55000000,56000000,55000000,56000000,1000000,1638689.5227184296,1.6386895227184295,geco22,1000000
56,56000000,57000000,56000000,57000000,1000000,1675780.3938064575,1.6757803938064575,geco22,1000000
57,57000000,58000000,57000000,58000000,1000000,1678988.3017406464,1.6789883017406464,geco22,1000000
58,58000000,59000000,58000000,59000000,1000000,1620088.7348337173,1.6200887348337174,geco22,1000000
59,59000000,60000000,59000000,60000000,1000000,1664540.3016719818,1.6645403016719817,geco22,1000000
60,60000000,61000000,60000000,61000000,1000000,1622885.8065338135,1.6228858065338134,geco22,1000000
61,61000000,62000000,61000000,62000000,1000000,1650141.243880272,1.6501412438802718,geco22,1000000
62,62000000,63000000,62000000,63000000,1000000,1674407.0860013962,1.6744070860013962,geco22,1000000
63,63000000,64000000,63000000,64000000,1000000,1618251.1494998932,1.6182511494998932,geco22,1000000
64,64000000,65000000,64000000,65000000,1000000,1619367.3352661133,1.6193673352661133,geco22,1000000
65,65000000,66000000,65000000,66000000,1000000,1608503.7825565338,1.6085037825565338,geco22,1000000
66,66000000,67000000,66000000,67000000,1000000,1676194.3688554764,1.6761943688554763,geco22,1000000
67,67000000,68000000,67000000,68000000,1000000,1655099.793381691,1.6550997933816909,geco22,1000000
68,68000000,69000000,68000000,69000000,1000000,1650952.5911188126,1.6509525911188125,geco22,1000000
69,69000000,70000000,69000000,70000000,1000000,1613983.4856243134,1.6139834856243134,geco22,1000000
70,70000000,71000000,70000000,71000000,1000000,1627685.3229370117,1.6276853229370116,geco22,1000000
71,71000000,72000000,71000000,72000000,1000000,1670560.3176631927,1.6705603176631927,geco22,1000000
72,72000000,73000000,72000000,73000000,1000000,1617478.9403734207,1.6174789403734207,geco22,1000000
73,73000000,74000000,73000000,74000000,1000000,1595992.3261346817,1.5959923261346818,geco22,1000000
74,74000000,75000000,74000000,75000000,1000000,1594069.0053491592,1.5940690053491593,geco22,1000000
75,75000000,76000000,75000000,76000000,1000000,1568808.567700386,1.568808567700386,geco22,1000000
76,76000000,77000000,76000000,77000000,1000000,1546274.2156734467,1.5462742156734466,geco22,1000000
77,77000000,78000000,77000000,78000000,1000000,1593465.360253334,1.593465360253334,geco22,1000000
78,78000000,79000000,78000000,79000000,1000000,1571344.239684105,1.5713442396841049,geco22,1000000
79,79000000,80000000,79000000,80000000,1000000,1576878.3129405975,1.5768783129405974,geco22,1000000
80,80000000,81000000,80000000,81000000,1000000,1594373.673675537,1.5943736736755372,geco22,1000000
81,81000000,82000000,81000000,82000000,1000000,1635384.7653169632,1.635384765316963,geco22,1000000
82,82000000,83000000,82000000,83000000,1000000,1641611.0385341644,1.6416110385341645,geco22,1000000
83,83000000,84000000,83000000,84000000,1000000,1646838.9947357178,1.6468389947357178,geco22,1000000
84,84000000,85000000,84000000,85000000,1000000,1662270.353316307,1.662270353316307,geco22,1000000
85,85000000,86000000,85000000,86000000,1000000,1618030.7635412216,1.6180307635412217,geco22,1000000
86,86000000,87000000,86000000,87000000,1000000,1595775.9935560226,1.5957759935560227,geco22,1000000
87,87000000,88000000,87000000,88000000,1000000,1591360.1365680695,1.5913601365680694,geco22,1000000
88,88000000,89000000,88000000,89000000,1000000,1660036.3452978134,1.6600363452978135,geco22,1000000
89,89000000,90000000,89000000,90000000,1000000,1671195.8151369095,1.6711958151369095,geco22,1000000
90,90000000,91000000,90000000,91000000,1000000,1662670.5657577515,1.6626705657577514,geco22,1000000
91,91000000,92000000,91000000,92000000,1000000,1576741.699221611,1.576741699221611,geco22,1000000
92,92000000,93000000,92000000,93000000,1000000,1617205.4231653214,1.6172054231653215,geco22,1000000
93,93000000,94000000,93000000,94000000,1000000,1651990.5772895813,1.6519905772895813,geco22,1000000
94,94000000,95000000,94000000,95000000,1000000,1616989.510676384,1.616989510676384,geco22,1000000
95,95000000,96000000,95000000,96000000,1000000,1630713.3322620392,1.6307133322620393,geco22,1000000
96,96000000,97000000,96000000,97000000,1000000,1643808.1099977493,1.6438081099977493,geco22,1000000
97,97000000,98000000,97000000,98000000,1000000,1614311.2778549194,1.6143112778549193,geco22,1000000
98,98000000,99000000,98000000,99000000,1000000,1634820.324233055,1.634820324233055,geco22,1000000
99,99000000,100000000,99000000,100000000,1000000,1697509.7925739288,1.6975097925739289,geco22,1000000
100,100000000,101000000,100000000,101000000,1000000,1650057.0875701904,1.6500570875701905,geco22,1000000
101,101000000,102000000,101000000,102000000,1000000,1542671.3492088318,1.5426713492088318,geco22,1000000
102,102000000,103000000,102000000,103000000,1000000,1635681.0306425095,1.6356810306425094,geco22,1000000
103,103000000,104000000,103000000,104000000,1000000,1657482.0146141052,1.6574820146141052,geco22,1000000
104,104000000,105000000,104000000,105000000,1000000,1660836.9861011505,1.6608369861011505,geco22,1000000
105,105000000,106000000,105000000,106000000,1000000,1595268.1389484406,1.5952681389484407,geco22,1000000
106,106000000,107000000,106000000,107000000,1000000,1633450.6474199295,1.6334506474199295,geco22,1000000
107,107000000,108000000,107000000,108000000,1000000,1652329.1305055618,1.6523291305055618,geco22,1000000
108,108000000,109000000,108000000,109000000,1000000,1614700.6152925491,1.6147006152925492,geco22,1000000
109,109000000,110000000,109000000,110000000,1000000,1669020.138220787,1.669020138220787,geco22,1000000
110,110000000,111000000,110000000,111000000,1000000,1676576.2198839188,1.6765762198839187,geco22,1000000
111,111000000,112000000,111000000,112000000,1000000,1666430.469242096,1.666430469242096,geco22,1000000
112,112000000,113000000,112000000,113000000,1000000,1689314.6761159897,1.6893146761159896,geco22,1000000
113,113000000,114000000,113000000,114000000,1000000,1694965.491610527,1.694965491610527,geco22,1000000
114,114000000,115000000,114000000,115000000,1000000,1605678.9137659073,1.6056789137659073,geco22,1000000
115,115000000,116000000,115000000,116000000,1000000,1580675.1724214554,1.5806751724214554,geco22,1000000
116,116000000,117000000,116000000,117000000,1000000,1634401.8396930695,1.6344018396930695,geco22,1000000
117,117000000,118000000,117000000,118000000,1000000,1532311.4629735947,1.5323114629735948,geco22,1000000
118,118000000,119000000,118000000,119000000,1000000,1612475.8918104172,1.6124758918104172,geco22,1000000
119,119000000,120000000,119000000,120000000,1000000,1652844.8491182327,1.6528448491182328,geco22,1000000
120,120000000,121000000,120000000,121000000,1000000,1631429.0320253372,1.6314290320253373,geco22,1000000
121,121000000,122000000,121000000,122000000,1000000,1684797.0895280838,1.6847970895280837,geco22,1000000
122,122000000,123000000,122000000,123000000,1000000,1626023.4710111618,1.6260234710111618,geco22,1000000
123,123000000,124000000,123000000,124000000,1000000,1652238.3457107544,1.6522383457107543,geco22,1000000
124,124000000,125000000,124000000,125000000,1000000,1690610.2692050934,1.6906102692050933,geco22,1000000
125,125000000,126000000,125000000,126000000,1000000,1661945.9430046082,1.6619459430046082,geco22,1000000
126,126000000,127000000,126000000,127000000,1000000,1654065.6912593842,1.654065691259384,geco22,1000000
127,127000000,128000000,127000000,128000000,1000000,1613096.9146738052,1.6130969146738052,geco22,1000000
128,128000000,129000000,128000000,129000000,1000000,1681015.0742015839,1.681015074201584,geco22,1000000
129,129000000,130000000,129000000,130000000,1000000,1675931.4198589325,1.6759314198589326,geco22,1000000
130,130000000,131000000,130000000,131000000,1000000,1654677.4073066711,1.6546774073066712,geco22,1000000
131,131000000,132000000,131000000,132000000,1000000,1639726.9264326096,1.6397269264326095,geco22,1000000
132,132000000,133000000,132000000,133000000,1000000,1644952.7019882202,1.6449527019882202,geco22,1000000
133,133000000,134000000,133000000,134000000,1000000,1647800.3547449112,1.6478003547449112,geco22,1000000
134,134000000,135000000,134000000,135000000,1000000,1640674.1857528687,1.6406741857528686,geco22,1000000
135,135000000,136000000,135000000,136000000,1000000,1686594.1944770813,1.6865941944770813,geco22,1000000
136,136000000,137000000,136000000,137000000,1000000,1683030.5842914581,1.6830305842914581,geco22,1000000
137,137000000,138000000,137000000,138000000,1000000,1625711.452404976,1.6257114524049758,geco22,1000000
138,138000000,139000000,138000000,139000000,1000000,1613491.6766576767,1.6134916766576768,geco22,1000000
139,139000000,140000000,139000000,140000000,1000000,1621100.830824852,1.621100830824852,geco22,1000000
