split,policy,species,source_name,mode,fusion_policy,decodable,sample_bytes,sample_bases,core_base_count,tail_base_count,tail_side_info_bits,sample_symbols_with_eos,uses_eos,unit_size,unit_vocab_size,context_units,theoretical_bits,core_model_theoretical_bits,theoretical_bits_per_base,arithmetic_coded_bytes,arithmetic_bits_per_base,arithmetic_coding_mode,arithmetic_merge_size,emitted_arithmetic_symbol_count,arithmetic_encode_seconds,compression_process_seconds,compression_bytes_per_second,compression_bases_per_second,compression_symbols_per_second,fusion_model_choice_counts,arithmetic_frequency_total,arithmetic_vocab_size,arithmetic_target_uniform_mass,arithmetic_effective_uniform_mass,ascii_bytes,two_bit_pack_bytes,gzip_bytes,bz2_bytes,lzma_bytes,model_megabyte1_theoretical_bits,model_megabyte1_theoretical_bits_per_core_base,model_megabyte1_model_forward_seconds,model_megabyte1_softmax_seconds,model_megabyte1_aggregate_seconds,model_megabyte1_data_transfer_seconds,model_dnagpt2_theoretical_bits,model_dnagpt2_theoretical_bits_per_core_base,model_dnagpt2_model_forward_seconds,model_dnagpt2_softmax_seconds,model_dnagpt2_aggregate_seconds,model_dnagpt2_data_transfer_seconds
val,static_context,EnIn,EnIn,windows_nonoverlap,static_context,True,60000,60000,60000,0,0,20000,False,3,125,1,112859.47259381905,112859.47259381905,1.8809912098969843,14114,1.8818666666666666,fusion_static_context,3,20000,0.3661733791232109,2.1338877379894257,28117.692853201694,28117.692853201694,9372.564284400563,"{""dnagpt2"": 19861, ""megabyte1"": 139}",32768,125,0.01,0.003814697265625,60000,15000,17543,16349,16496,112944.83151136572,1.8824138585227619,0.029047176241874695,3.441423177719116e-05,0.15418007224798203,0.00010006129741668701,112863.42110676797,1.8810570184461328,0.004031866788864136,2.6658177375793457e-05,1.479550264775753,4.077702760696411e-05
val,static_context,PlFa,PlFa,windows_nonoverlap,static_context,True,60000,60000,60000,0,0,20000,False,3,125,1,108351.10077392595,108351.10077392595,1.8058516795654325,13551,1.8068,fusion_static_context,3,20000,0.5803068950772285,2.5611399859189987,23427.067762744937,23427.067762744937,7809.022587581646,"{""dnagpt2"": 19880, ""megabyte1"": 120}",32768,125,0.01,0.003814697265625,60000,15000,16964,15950,15940,108776.73191625507,1.8129455319375845,0.03180595487356186,3.7729740142822266e-05,0.1770641952753067,0.0001047179102897644,108344.37139778023,1.8057395232963371,0.004791945219039917,3.215670585632324e-05,1.6514171808958054,4.9695372581481934e-05
val,static_context,HePy,HePy,windows_nonoverlap,static_context,True,60000,60000,60000,0,0,20000,False,3,125,1,108866.84553696474,108866.84553696474,1.814447425616079,13615,1.8153333333333332,fusion_static_context,3,20000,0.35958515852689743,2.384765423834324,25159.70728203931,25159.70728203931,8386.569094013103,"{""dnagpt2"": 19614, ""megabyte1"": 386}",32768,125,0.01,0.003814697265625,60000,15000,17069,16102,15984,108853.25247355227,1.8142208745592046,0.034336768090724945,3.6463141441345215e-05,0.16074635833501816,0.00011581927537918091,108861.63242241391,1.8143605403735652,0.004734113812446594,2.8714537620544434e-05,1.7147588655352592,4.8547983169555664e-05
val,static_context,AeCa,AeCa,windows_nonoverlap,static_context,True,60000,60000,60000,0,0,20000,False,3,125,1,113371.75371210936,113371.75371210936,1.8895292285351561,14178,1.8904,fusion_static_context,3,20000,0.38137946277856827,1.7219138070940971,34844.94970236404,34844.94970236404,11614.983234121348,"{""dnagpt2"": 19549, ""megabyte1"": 451}",32768,125,0.01,0.003814697265625,60000,15000,17702,16309,16648,113469.97453421743,1.891166242236957,0.030341945588588715,3.400444984436035e-05,0.15395570546388626,0.0001115649938583374,113383.16217843644,1.8897193696406074,0.005355328321456909,3.3795833587646484e-05,1.0442800894379616,4.727393388748169e-05
val,static_context,HaHi,HaHi,windows_nonoverlap,static_context,True,60000,60000,60000,0,0,20000,False,3,125,1,107091.39120974939,107091.39120974939,1.7848565201624897,13394,1.7858666666666667,fusion_static_context,3,20000,0.3893160820007324,2.279155306518078,26325.54255008777,26325.54255008777,8775.180850029257,"{""dnagpt2"": 19682, ""megabyte1"": 318}",32768,125,0.01,0.003814697265625,60000,15000,17253,15947,16216,107103.97327955175,1.7850662213258626,0.0288805291056633,3.6016106605529785e-05,0.15212013572454453,0.00016560405492782593,107114.84877066876,1.785247479511146,0.004182741045951843,2.9712915420532227e-05,1.5954525396227837,4.018843173980713e-05
val,static_context,AnCa,AnCa,windows_nonoverlap,static_context,True,60000,60000,60000,0,0,20000,False,3,125,1,101552.96976603645,101552.96976603645,1.6925494961006076,12700,1.6933333333333334,fusion_static_context,3,20000,0.3543481230735779,1.7285592034459114,34710.989291190606,34710.989291190606,11570.329763730202,"{""dnagpt2"": 19721, ""megabyte1"": 279}",32768,125,0.01,0.003814697265625,60000,15000,17523,16321,16352,104397.82582928988,1.739963763821498,0.03007625788450241,3.419816493988037e-05,0.16488273441791534,0.00010990351438522339,101503.13893696708,1.6917189822827847,0.004585832357406616,2.8215348720550537e-05,1.0689153894782066,4.248321056365967e-05
val,static_context,WaMe,WaMe,windows_nonoverlap,static_context,True,60000,60000,60000,0,0,20000,False,3,125,1,115449.20909642204,115449.20909642204,1.9241534849403674,14438,1.9250666666666667,fusion_static_context,3,20000,0.36513155698776245,2.0986866280436516,28589.308760179527,28589.308760179527,9529.769586726508,"{""dnagpt2"": 19715, ""megabyte1"": 285}",32768,125,0.01,0.003814697265625,60000,15000,17781,16358,16696,116112.96943246174,1.9352161572076958,0.02999012917280197,3.4362077713012695e-05,0.1553526073694229,0.00010403245687484741,115443.3674367409,1.9240561239456817,0.005322806537151337,3.6388635635375977e-05,1.4301000386476517,5.494803190231323e-05
val,oracle_max,OrSa,OrSa,windows_nonoverlap,oracle_max,False,60000,60000,60000,0,0,20000,False,3,125,1,96929.76940918171,96929.76940918171,1.6154961568196953,12125,1.6166666666666667,fusion_oracle_max,3,20000,0.4087304025888443,2.270039826631546,26431.2543313535,26431.2543313535,8810.418110451166,"{""dnagpt2"": 10860, ""megabyte1"": 9140}",32768,125,0.01,0.003814697265625,60000,15000,17607,16481,16400,107905.8042981815,1.7984300716363582,0.028992585837841034,3.372877836227417e-05,0.16752853244543076,0.00010502338409423828,103554.27528889981,1.7259045881483301,0.004926525056362152,3.708153963088989e-05,1.550571545958519,4.620850086212158e-05
val,oracle_max,HoSa,HoSa,windows_nonoverlap,oracle_max,False,60000,60000,60000,0,0,20000,False,3,125,1,79579.90605078376,79579.90605078376,1.3263317675130626,9955,1.3273333333333333,fusion_oracle_max,3,20000,0.4041801616549492,2.0930082723498344,28666.871886099903,28666.871886099903,9555.623962033302,"{""dnagpt2"": 10781, ""megabyte1"": 9219}",32768,125,0.01,0.003814697265625,60000,15000,17118,16105,15924,88080.42845706586,1.4680071409510977,0.03205049782991409,3.246217966079712e-05,0.15714184194803238,0.00010575354099273682,84997.19566033638,1.416619927672273,0.004540599882602692,2.8811395168304443e-05,1.3847616240382195,4.869699478149414e-05
val,oracle_max,DaRe,DaRe,windows_nonoverlap,oracle_max,False,60000,60000,60000,0,0,20000,False,3,125,1,83127.84286230881,83127.84286230881,1.3854640477051468,10400,1.3866666666666667,fusion_oracle_max,3,20000,0.4074251651763916,2.0438206270337105,29356.78366603077,29356.78366603077,9785.59455534359,"{""dnagpt2"": 12278, ""megabyte1"": 7722}",32768,125,0.01,0.003814697265625,60000,15000,10082,11576,8944,110097.64499067079,1.834960749844513,0.02886587381362915,3.672391176223755e-05,0.1563582867383957,0.00012339651584625244,89400.190161537,1.49000316935895,0.004725344479084015,3.3482909202575684e-05,1.3396821841597557,4.3682754039764404e-05
val,oracle_max,ScPo,ScPo,windows_nonoverlap,oracle_max,False,60000,60000,60000,0,0,20000,False,3,125,1,112568.633328668,112568.633328668,1.8761438888111335,14079,1.8772,fusion_oracle_max,3,20000,0.42480751127004623,1.8123716190457344,33105.793188039286,33105.793188039286,11035.264396013094,"{""dnagpt2"": 10480, ""megabyte1"": 9520}",32768,125,0.01,0.003814697265625,60000,15000,17884,16418,16756,116322.29266763487,1.9387048777939146,0.029040031135082245,3.430992364883423e-05,0.15895257890224457,0.0001028701663017273,115733.68488969433,1.9288947481615721,0.004571385681629181,3.1307339668273926e-05,1.086584933102131,4.030764102935791e-05
val,oracle_max,EsCo,EsCo,windows_nonoverlap,oracle_max,False,60000,60000,60000,0,0,20000,False,3,125,1,107426.8182094116,107426.8182094116,1.7904469701568602,13437,1.7916,fusion_oracle_max,3,20000,0.43579011410474777,2.288046821951866,26223.23958773525,26223.23958773525,8741.079862578415,"{""dnagpt2"": 10300, ""megabyte1"": 9700}",32768,125,0.01,0.003814697265625,60000,15000,17640,16281,16536,113101.66593782441,1.8850277656304069,0.02965427190065384,3.1381845474243164e-05,0.16724209487438202,0.00010916590690612793,111978.7954395502,1.8663132573258367,0.004712536931037903,3.221631050109863e-05,1.5421911254525185,4.572421312332153e-05
