model,model_window_position,base_count,mean_bpb
evo21,1,17,1.9656362393323112
evo21,2,17,2.0380537299548878
evo21,3,17,1.931641606723561
evo21,4,17,1.9633238385705387
evo21,5,17,1.9529078778098612
evo21,6,17,2.007979435079238
evo21,7,17,1.9540249039145077
evo21,8,17,1.9608964849920834
evo21,9,17,1.9687650694566614
evo21,10,17,2.0259619460386387
evo21,11,17,1.8920478329939001
evo21,12,17,1.8796448216718786
evo21,13,17,1.7436568526660694
evo21,14,17,1.8726043420679428
evo21,15,17,1.8909686488263748
evo21,16,17,2.0719367756563076
evo21,17,17,1.9470881924909704
evo21,18,17,1.9411115926854752
evo21,19,17,1.652259854709401
evo21,20,17,1.6824816588093252
evo21,21,17,1.6242604764068829
evo21,22,17,1.6124257094719832
evo21,23,17,1.7264237693127464
evo21,24,17,1.9737318088026607
evo21,25,17,1.6270709239384706
evo21,26,17,1.6252766207737082
evo21,27,17,1.7239355208242642
evo21,28,17,1.7968477803994627
evo21,29,17,1.3868120842996765
evo21,30,17,1.9249556064605713
evo21,31,17,1.8256250339395859
evo21,32,17,1.3984273597598076
evo21,33,17,1.6540614831096985
evo21,34,17,1.6305707842111588
evo21,35,17,1.928582284380408
evo21,36,17,1.5881125707836712
evo21,37,17,1.4083502130473362
evo21,38,17,1.6061868895502651
evo21,39,17,1.7619178479208666
evo21,40,17,1.9964008611791275
evo21,41,17,1.752351344727418
evo21,42,17,1.5173269718447153
evo21,43,17,1.3932614861165775
evo21,44,17,1.9276140849379932
evo21,45,17,1.7168436609208584
evo21,46,17,1.5658883355996187
evo21,47,17,1.9017873178510105
evo21,48,17,1.5983390571439968
evo21,49,17,1.8623972469392944
evo21,50,17,1.7695809515083538
evo21,51,17,1.7027067419360666
evo21,52,17,1.8662247710368212
evo21,53,17,1.7333336433067041
evo21,54,17,1.9172173273914002
evo21,55,17,1.7026172657223309
evo21,56,17,2.173042255289414
evo21,57,17,1.6549589344683815
evo21,58,17,1.5746197544914835
evo21,59,17,1.772854510913877
evo21,60,17,1.6760418366859942
evo21,61,17,1.5404441159437685
evo21,62,17,1.7306469293201672
evo21,63,17,1.5263003961128347
evo21,64,17,1.9465951770544052
evo21,65,17,2.064822421354406
evo21,66,17,1.5701080175007092
evo21,67,17,1.5987095412086039
evo21,68,17,1.8801632698844462
evo21,69,17,1.5046584983082378
evo21,70,17,1.4352718483218376
evo21,71,17,1.740704306784798
evo21,72,17,1.4415990166804369
evo21,73,17,1.793013717760058
evo21,74,17,1.4345158794346977
evo21,75,17,1.907669896588606
evo21,76,17,1.7128000320757137
evo21,77,17,1.8470814999412088
evo21,78,17,1.6567633208983086
evo21,79,17,1.592052928665105
evo21,80,17,1.8093237824299757
evo21,81,17,1.7753845014992882
evo21,82,17,1.6195739369620294
evo21,83,17,2.013155519962311
evo21,84,17,1.619338828851195
evo21,85,17,1.6151876684059114
evo21,86,17,1.6375264727017458
evo21,87,17,1.6822727234924542
evo21,88,17,1.580892623785664
evo21,89,17,1.6973474236095654
evo21,90,17,1.4903555775389952
evo21,91,17,1.5961834981161005
evo21,92,17,1.7586505377993864
evo21,93,17,1.4334104196990238
evo21,94,17,1.8118528013720232
evo21,95,17,1.4365202468984268
evo21,96,17,1.6795313121641384
evo21,97,17,1.2733810513335115
evo21,98,17,1.5250333223272772
evo21,99,17,1.485555650337654
evo21,100,17,1.9186477345578812
evo21,101,17,1.882506267989383
evo21,102,17,1.732966745600981
evo21,103,17,1.4994857885381754
evo21,104,17,1.3048220710719334
evo21,105,17,1.5387324169278145
evo21,106,17,1.404086109579486
evo21,107,17,1.479243722908637
evo21,108,17,1.3284589008373373
evo21,109,17,1.8316118725958992
evo21,110,17,1.5081726106650688
evo21,111,17,1.5731220400946981
evo21,112,17,1.6903528825325125
evo21,113,17,1.5779328341869747
evo21,114,17,1.4513225594864172
evo21,115,17,1.420532997478457
evo21,116,17,1.7895091167267632
evo21,117,17,1.4752993719542729
evo21,118,17,1.412918762249105
evo21,119,17,1.9805121167617685
evo21,120,17,1.4697994274251602
evo21,121,17,1.4051931127905846
evo21,122,17,1.457592738463598
evo21,123,17,1.8630352584535586
evo21,124,17,1.5175941724549322
evo21,125,17,1.654991186936112
evo21,126,17,1.8922006439636736
evo21,127,17,1.3467878541525673
evo21,128,17,1.608164873193292
evo21,129,17,1.4416647987330662
evo21,130,17,1.5418169805232216
