model,model_window_position,base_count,mean_bpb
megabyte1,0,15,2.0044725005152633
megabyte1,1,15,1.9159189573311808
megabyte1,2,15,1.9605844188821535
megabyte1,3,15,2.1128807209640805
megabyte1,4,15,2.021882732983129
megabyte1,5,15,2.0482000354905763
megabyte1,6,15,1.9852772617693502
megabyte1,7,15,1.9382008108713373
megabyte1,8,15,1.9084301086232824
megabyte1,9,15,2.141276333152841
megabyte1,10,15,2.094170695492743
megabyte1,11,15,1.9294558029327336
megabyte1,12,15,2.1001115560606203
megabyte1,13,15,1.883829988749234
megabyte1,14,15,1.8299615937894937
megabyte1,15,15,1.9832753023130358
megabyte1,16,15,1.842432131100178
megabyte1,17,15,2.1636893554452032
megabyte1,18,15,1.845919415876493
megabyte1,19,15,1.915270084023238
megabyte1,20,15,2.062979366614524
megabyte1,21,15,1.8916285299998592
megabyte1,22,15,1.6474888926345896
megabyte1,23,15,1.9114014188557975
megabyte1,24,15,1.7184765219143021
megabyte1,25,15,1.9807067434291326
megabyte1,26,15,2.013256508510736
megabyte1,27,15,1.7756881866215615
megabyte1,28,15,1.7127264766367583
megabyte1,29,15,1.9943074437372914
megabyte1,30,15,1.9520372892665088
megabyte1,31,15,1.7023279260563038
megabyte1,32,15,1.9215778651275344
megabyte1,33,15,1.8677711826492582
megabyte1,34,15,1.9172200812794717
megabyte1,35,15,1.7724794741456216
megabyte1,36,15,1.743633879484687
megabyte1,37,15,1.9744175718010595
megabyte1,38,15,1.877012110957319
megabyte1,39,15,2.0086650511918496
megabyte1,40,15,1.5482412799689924
megabyte1,41,15,1.9520015974884435
megabyte1,42,15,1.7647004394996626
megabyte1,43,15,1.7763848299196843
megabyte1,44,15,1.9211257596760376
megabyte1,45,15,1.8701333463891898
megabyte1,46,15,1.8426031614997396
megabyte1,47,15,2.1871415141893094
megabyte1,48,15,2.120266454303363
megabyte1,49,15,1.8051844587531578
megabyte1,50,15,2.145516723194322
megabyte1,51,15,1.9261773244822629
megabyte1,52,15,2.11097130833087
megabyte1,53,15,1.7809932755221745
megabyte1,54,15,1.99840925859273
megabyte1,55,15,1.9977019558569222
megabyte1,56,15,1.994489511903307
megabyte1,57,15,1.844535240516058
megabyte1,58,15,1.754633774340949
megabyte1,59,15,1.8225717666250423
megabyte1,60,15,1.8471247825529853
megabyte1,61,15,1.8943114623484072
megabyte1,62,15,1.8725638416786545
megabyte1,63,15,2.0339458964822628
megabyte1,64,15,1.709110456328683
megabyte1,65,15,1.7502750519961319
megabyte1,66,15,1.7168899897306182
megabyte1,67,15,1.9464567500409904
megabyte1,68,15,1.6600022175331481
megabyte1,69,15,1.8292190212529353
megabyte1,70,15,1.8420116411682246
megabyte1,71,15,1.9266666580721672
megabyte1,72,15,1.96470947223006
megabyte1,73,15,2.218635670204678
megabyte1,74,15,1.846414707817695
megabyte1,75,15,1.7552746757221516
megabyte1,76,15,1.574592493122173
megabyte1,77,15,1.904061451161144
megabyte1,78,15,2.0499471601603108
megabyte1,79,15,2.0619923164816027
megabyte1,80,15,2.022963914994159
megabyte1,81,15,1.7180006462158344
megabyte1,82,15,1.7096485556107577
megabyte1,83,15,1.8964417035845613
megabyte1,84,15,1.994755599331418
megabyte1,85,15,1.8955349335061316
megabyte1,86,15,1.7210866413440498
megabyte1,87,15,1.7951156642785076
megabyte1,88,15,1.8332849302688787
megabyte1,89,15,2.2294469236718206
megabyte1,90,15,1.94608585899264
megabyte1,91,15,1.8603603046102046
megabyte1,92,15,1.949128111100772
megabyte1,93,15,1.807037500932174
megabyte1,94,15,1.9897487705845451
megabyte1,95,15,1.9740373005503877
megabyte1,96,15,1.7527055535327176
megabyte1,97,15,1.859626652850362
megabyte1,98,15,2.0824245113217574
megabyte1,99,15,1.808732002584694
megabyte1,100,15,1.8782300160553465
megabyte1,101,15,1.9165659681236908
megabyte1,102,15,1.7841016361962507
megabyte1,103,15,1.9663676689841623
megabyte1,104,15,2.130960411149552
megabyte1,105,15,1.7468547237534306
megabyte1,106,15,1.743170018800101
megabyte1,107,15,1.9437491127941162
megabyte1,108,15,1.8068921640431526
megabyte1,109,15,1.8475810877741978
megabyte1,110,15,2.1613225081282517
megabyte1,111,15,1.9385128110141918
megabyte1,112,15,2.0075180157543846
megabyte1,113,15,2.211685586878589
megabyte1,114,15,1.7496793915505935
megabyte1,115,15,1.6968714435821508
megabyte1,116,15,1.7637921630137412
