subset,source_count,sample_bases,nc_prefix_weighted_arithmetic_bpb,geco2_serial_weighted_arithmetic_bpb,delta_nc_minus_geco2_bpb,delta_nc_minus_geco2_millibpb,nc_vs_geco2_percent,nc_prefix_total_seconds,geco2_serial_total_seconds,nc_prefix_aggregate_bases_per_second,geco2_serial_aggregate_bases_per_second,speedup_nc_vs_geco2
all_17_as_recorded,17,685597124,1.6661198946336304,1.685460325822487,-0.019340431188856533,-19.340431188856535,98.85251341176372,541.7135317940006,605.9654550433625,1265608.2666598673,1131412.8854935125,1.1186086731793052
level_matched_16_excluding_AnCa,16,543407449,1.6947862928540753,1.6924636894331568,0.002322603420918501,2.322603420918501,100.13723209752857,431.8698946680006,552.3934854122344,1258266.5652528147,983732.5445546693,1.2790738419886531
