split,mode,species,source_name,sample_bytes,sample_bases,theoretical_bits_per_base,arithmetic_bits_per_base,arithmetic_coding_mode,arithmetic_merge_size,arithmetic_backend,arithmetic_frequency_total,arithmetic_vocab_size,arithmetic_target_uniform_mass,arithmetic_effective_uniform_mass,emitted_arithmetic_symbol_count,nugget_latent_mode,nugget_code_dim,nugget_flatten_bottleneck_dim,nugget_flatten_input_dim,nugget_flatten_max_nuggets,nugget_code_bytes,nugget_hidden_bytes,nugget_metadata_bytes,nugget_score_bytes,nugget_valid_count,side_info_bytes,total_bits_per_base,core_model_theoretical_bits,tail_base_count,tail_side_info_bits,gpu_prefix_aggregate_seconds,cpu_small_alphabet_quantize_seconds,arithmetic_quantize_seconds,arithmetic_range_seconds,data_transfer_seconds,arithmetic_encode_seconds,compression_process_seconds,ascii_bytes,two_bit_pack_bytes,gzip_bytes,bz2_bytes,lzma_bytes,arithmetic_vs_2bit_ratio,arithmetic_bytes_ratio_vs_ascii
test,windows_nonoverlap,HoSa,HoSa,37950534,37950534,1.875984386752758,1.8769129309221315,model_symbol,3,python,32768,127,0.01,0.003875732421875,12650179,,,,,,,,,,,,,,,,0.0,137.96204320061952,137.96204320061952,57.32483515975764,24.148034708807245,195.28687836037716,231.51375792809995,37950534,9487634,,,,0.9384564654610658,0.23461411636526644
test,windows_nonoverlap,DaRe,DaRe,12513004,12513003,1.8359086928813562,1.8367888187991324,model_symbol,3,python,32768,127,0.01,0.003875732421875,4171002,,,,,,,,,,,,,,,,0.0,45.482342456816696,45.482342456816696,18.57501487468835,8.775023631635122,64.05735733150505,76.89366560988128,12513004,3128251,,,,0.9183944093995662,0.22959858400109198
test,windows_nonoverlap,ScPo,ScPo,2130431,2130429,1.9265860488900504,1.9274202519774186,model_symbol,3,python,32768,127,0.01,0.003875732421875,710144,,,,,,,,,,,,,,,,0.0,7.73302022984717,7.73302022984717,3.3051534619298764,1.0486575142131187,11.038173691777047,12.766259772935882,2130431,532608,,,,0.9637101259887093,0.24092730531990944
test,windows_nonoverlap,EsCo,EsCo,928331,928329,1.7713837397646235,1.7723371778755161,model_symbol,3,python,32768,127,0.01,0.003875732421875,309444,,,,,,,,,,,,,,,,0.0,3.368449137895368,3.368449137895368,1.3910137104685418,0.6355297267436981,4.75946284836391,5.699353329080623,928331,232083,,,,0.8861685889377581,0.22154166994315605
test,windows_nonoverlap,YeMi,YeMi,14739,14739,1.748958207444959,1.7477440803310944,model_symbol,3,python,32768,127,0.01,0.003875732421875,4914,,,,,,,,,,,,,,,,0.0,0.05247393192257732,0.05247393192257732,0.020721007080283016,0.009768419025931507,0.07319493900286034,0.11528288101544604,14739,3685,,,,0.8738720401655472,0.2184680100413868
test,windows_nonoverlap,BuEb,BuEb,3788,3786,1.951876052396989,1.9440042260961437,model_symbol,3,python,32768,127,0.01,0.003875732421875,1263,,,,,,,,,,,,,,,,0.0,0.013478906999807805,0.013478906999807805,0.005814724019728601,0.004787133075296879,0.019293631019536406,0.05244247306836769,3788,947,,,,0.9720021130480718,0.24287222808870115
test,windows_nonoverlap,AgPh,AgPh,8794,8793,1.8711202381333163,1.870578869555328,model_symbol,3,python,32768,127,0.01,0.003875732421875,2932,,,,,,,,,,,,,,,,0.0,0.031372812984045595,0.031372812984045595,0.012984531000256538,0.007165297109168023,0.04435734398430213,0.07925323909148574,8794,2199,,,,0.935289434777664,0.23379576984307482
test,windows_nonoverlap,GaGa,GaGa,29706460,29706459,1.883387596507145,1.8843215207844193,model_symbol,3,python,32768,127,0.01,0.003875732421875,9902154,,,,,,,,,,,,,,,,0.0,107.81411438307259,107.81411438307259,44.858004576643,18.28579692245694,152.6721189597156,180.31916413916042,29706460,7426615,,,,0.9421607603922096,0.2355401821691309
test,windows_nonoverlap,DrMe,DrMe,6436287,6436287,1.9162118102334698,1.9170667808940154,model_symbol,3,python,32768,127,0.01,0.003875732421875,2145430,,,,,,,,,,,,,,,,0.0,23.24594282999169,23.24594282999169,9.82343719608616,4.188205990300048,33.06938002607785,39.30724894226296,6436287,1609072,,,,0.9585333904470077,0.23963334761175192
test,windows_nonoverlap,EnIn,EnIn,5280618,5280618,1.8974750646528553,1.8983384141780375,model_symbol,3,python,32768,127,0.01,0.003875732421875,1760207,,,,,,,,,,,,,,,,0.0,19.115361458039843,19.115361458039843,8.016939743072726,3.7185938853072003,27.13230120111257,32.55660231033107,5280618,1320155,,,,0.9491692070890188,0.2372923017722547
test,windows_nonoverlap,PlFa,PlFa,1797343,1797342,1.8096909898660969,1.8105669371772317,model_symbol,3,python,32768,127,0.01,0.003875732421875,599115,,,,,,,,,,,,,,,,0.0,6.521020398358814,6.521020398358814,2.6598798037157394,1.290262121532578,9.180900202074554,11.068140109651722,1797343,449336,,,,0.9052834685886159,0.22632074122746743
test,windows_nonoverlap,HePy,HePy,333565,333564,1.8040838696165222,1.804942979458215,model_symbol,3,python,32768,127,0.01,0.003875732421875,111189,,,,,,,,,,,,,,,,0.0,1.1956974529311992,1.1956974529311992,0.48964725504629314,0.22827370214508846,1.6853447079774924,2.0360177111579105,333565,83392,,,,0.9024714897291075,0.2256171960487461
test,windows_nonoverlap,AeCa,AeCa,318211,318210,1.822193138535185,1.8230476729203984,model_symbol,3,python,32768,127,0.01,0.003875732421875,106071,,,,,,,,,,,,,,,,0.0,1.151871828828007,1.151871828828007,0.46393092506332323,0.2145087558310479,1.6158027538913302,1.950217261677608,318211,79553,,,,0.9115238364601992,0.22788024298342924
test,windows_nonoverlap,HaHi,HaHi,778001,777999,1.8254907205255084,1.8263879516554649,model_symbol,3,python,32768,127,0.01,0.003875732421875,259334,,,,,,,,,,,,,,,,0.0,2.821180976112373,2.821180976112373,1.1487043686793186,0.5380036071874201,3.9698853447916918,4.753493500815239,778001,194501,,,,0.9131939758277324,0.22829790707209888
test,windows_nonoverlap,AnCa,AnCa,28437935,28437933,1.8656884312946453,1.8665547879306137,model_symbol,3,python,32768,127,0.01,0.003875732421875,9479312,,,,,,,,,,,,,,,,0.0,104.48481318220729,104.48481318220729,43.284541807777714,17.288741473515984,147.769354989985,174.10101471922826,28437935,7109484,,,,0.9332773939653068,0.23331933208230485
test,windows_nonoverlap,WaMe,WaMe,1828887,1828887,1.935265281102745,1.9360977468810265,model_symbol,3,python,32768,127,0.01,0.003875732421875,609630,,,,,,,,,,,,,,,,0.0,6.535661259084009,6.535661259084009,2.9139455124968663,1.277927910676226,9.449606771580875,11.338312451494858,1828887,457222,,,,0.9680488734405133,0.24201221836012832
