model,model_window_position,base_count,mean_bpb
evo21,1,17,1.9982648597044104
evo21,2,17,1.9825389104730942
evo21,3,17,1.956814674770131
evo21,4,17,1.9739535065258251
evo21,5,17,2.0341216606252335
evo21,6,17,1.9152151486452889
evo21,7,17,1.904635506517747
evo21,8,17,1.976656717412612
evo21,9,17,2.0825776562971225
evo21,10,17,2.106533842928269
evo21,11,17,2.12154581266291
evo21,12,17,2.073554796331069
evo21,13,17,1.8682153154821957
evo21,14,17,1.9489810326520134
evo21,15,17,1.9870895427816055
evo21,16,17,2.0072640741572663
evo21,17,17,2.1148591672672943
evo21,18,17,1.9869822123471428
evo21,19,17,1.814427235547234
evo21,20,17,1.9854986597509945
evo21,21,17,2.049095462350284
evo21,22,17,2.0624902178259457
evo21,23,17,1.7757489260505228
evo21,24,17,1.9234610866097843
evo21,25,17,1.811279864872203
evo21,26,17,1.7427596923182993
evo21,27,17,1.974292937447043
evo21,28,17,1.8536117848228006
evo21,29,17,1.9288489590672886
evo21,30,17,1.8834537337808048
evo21,31,17,2.096131268669577
evo21,32,17,1.9299375449909884
evo21,33,17,2.042371560545529
evo21,34,17,2.0644196832881256
evo21,35,17,1.9895493142745073
evo21,36,17,1.7809015792958878
evo21,37,17,1.950399300631355
evo21,38,17,1.8929807333385242
evo21,39,17,1.9729968239279354
evo21,40,17,1.870402504416073
evo21,41,17,2.053963324164643
evo21,42,17,1.912285278825199
evo21,43,17,1.618711250669816
evo21,44,17,1.7638381106012009
evo21,45,17,1.696523533147924
evo21,46,17,1.9606973379850388
evo21,47,17,1.9791950899011947
evo21,48,17,1.8601515461307239
evo21,49,17,1.9596608316197115
evo21,50,17,2.0691844119745144
evo21,51,17,1.8499670045806424
evo21,52,17,1.9768969101064346
evo21,53,17,1.8093315586447716
evo21,54,17,2.137284212252673
evo21,55,17,1.7714795014437508
evo21,56,17,1.7149719977956812
evo21,57,17,1.8094725833027898
evo21,58,17,2.040548543719684
evo21,59,17,1.8064495377132999
evo21,60,17,1.6518370038007988
evo21,61,17,2.022250021205229
evo21,62,17,1.8501101031022913
evo21,63,17,1.8108166228322422
evo21,64,17,1.986215286395129
evo21,65,17,2.1822885204763973
evo21,66,17,2.012885265490588
evo21,67,17,2.0124136858126698
evo21,68,17,1.9080390579560225
evo21,69,17,1.9896095675580643
evo21,70,17,1.8304139550994425
evo21,71,17,1.7765542058383716
evo21,72,17,1.7284724190831184
evo21,73,17,1.8970915850471048
evo21,74,17,1.8991595857283647
evo21,75,17,1.8319216002436245
evo21,76,17,1.8882817871430342
evo21,77,17,1.9248628090409672
evo21,78,17,1.922999364488265
evo21,79,17,1.8069401944384855
evo21,80,17,1.7384186842862297
evo21,81,17,1.9677205646739286
evo21,82,17,1.7219735208679647
evo21,83,17,2.0269253429244545
evo21,84,17,1.728254046948517
evo21,85,17,1.9626566820284899
evo21,86,17,2.0033958799698772
evo21,87,17,1.7607000288279617
evo21,88,17,2.0112552189213386
evo21,89,17,1.9330679809345919
evo21,90,17,1.7989329169778263
evo21,91,17,1.9177474289694254
evo21,92,17,1.7911139726638794
evo21,93,17,1.6066806960631819
evo21,94,17,1.6012389800127815
evo21,95,17,1.6871353791040533
evo21,96,17,1.5856398308978361
evo21,97,17,1.7703960730749018
evo21,98,17,1.6389086106244255
evo21,99,17,1.811052869347965
evo21,100,17,1.475307033616392
evo21,101,17,1.9920758640064913
evo21,102,17,1.4781868370003342
evo21,103,17,2.1195213584338917
evo21,104,17,1.760258814867805
evo21,105,17,1.6541206468554104
evo21,106,17,1.761972511515898
evo21,107,17,1.9035104495637558
evo21,108,17,1.9728931245147525
evo21,109,17,1.8759458836387186
evo21,110,17,2.399410640492159
evo21,111,17,1.6690453934099745
evo21,112,17,2.031494049464955
evo21,113,17,1.970125485869015
